IP,DNS,Tracking Method,Last Scanned Date,Tags
167.216.131.3,None,IP,2021-01-19,sc9_external_all|sc8_external_all|all_external|BU:NSCore|Security|ITGI|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all|itgi_external_all|USSC8_itgi_external_all
167.216.131.4,None,IP,2021-01-19,sc9_external_all|sc8_external_all|all_external|BU:NSCore|Security|ITGI|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all|itgi_external_all|USSC8_itgi_external_all
172.25.18.1,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.25.16.100,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.25.0.254,br1-core01.corp.netledger.com,IP,2021-01-12,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|NetOps_corp_itgi_network_devices|CZBRN1_office_network_internal_all|BU:DevOps|Internal|AI:Internal
172.25.0.253,br1-fw001.corp.netledger.com,IP,2021-01-12,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|NetOps_corp_itgi_network_devices|CZBRN1_office_network_internal_all|BU:DevOps|Internal|AI:Internal|PCI:Firewall
172.25.0.102,br1-srv01.corp.netledger.com,IP,2021-01-12,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|NetOps_corp_itgi_network_devices|CZBRN1_office_network_internal_all|BU:DevOps|Internal|AI:Internal
172.25.16.103,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.25.16.105,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.25.16.101,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.25.16.104,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.25.16.102,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.25.16.1,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.25.18.10,brno-kvm02.ilo.corp.netledger.com,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|corp_itgi_linux_servers|Internal|AI:Internal
172.22.20.22,brno-dc01.netledger.com,DNS,2021-01-13,sc8_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|corp_backup_n_fileservers|CZBRN1_office_internal_all|corp_itgi_servers|BU:DevOps|corp_itgi_windows_servers|itgi_windows|Internal|AI:Internal
172.22.21.15,bradley.corp.netledger.com,IP,2021-01-13,all_internal|Security|ITGI|CZBRN1_office_internal_all|corp_itgi_servers|BU:DevOps|corp_itgi_windows_servers|itgi_windows|Internal|AI:Internal
167.216.128.221,None,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:OpenAir|BU:NetOps|SRE|sc9b_openair_external_all|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
216.224.103.180,216-224-103-180.sd.netsuite.com,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
208.46.212.32,system.na2.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite|pci_netsuite_external_se4|nscore_pentest_external_all|nscore_pci_jquery_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.34,shopping.na2.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite|nscore_pci_jquery_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.35,checkout.na2.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite|pci_netsuite_external_se4|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.36,forms.na2.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite|pci_netsuite_external_se4|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.38,debugger.na2.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite|pci_netsuite_external_se4|nscore_pci_jquery_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.39,testdrive.na2.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite|pci_netsuite_external_se4|nscore_pci_jquery_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.41,webservices.na2.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite|pci_netsuite_external_se4|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.43,rest.na2.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite|pci_netsuite_external_se4|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.45,content.na2.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite|nscore_pci_jquery_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.52,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite|nscore_pci_jquery_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.1,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite_2019|pci_netsuite_netops_external_all|pci_netsuite_2019_added|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.10,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.193,appmx20001-se4.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|pci_nscore_ext_appmxmail
208.46.213.1,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.5,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite_2019|pci_netsuite_netops_external_all|pci_netsuite_2019_added|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
206.83.83.204,206-83-83-204.sd.netsuite.com,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|BU:NetOps|SRE|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
206.83.83.208,206-83-83-208.sd.netsuite.com,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|BU:NetOps|SRE|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
206.83.83.210,206-83-83-210.sd.netsuite.com,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|BU:NetOps|SRE|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
206.83.83.217,206-83-83-217.sd.netsuite.com,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|BU:NetOps|SRE|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
206.83.83.218,206-83-83-218.sd.netsuite.com,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|BU:NetOps|SRE|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
208.46.212.47,wild.na2.webstorecheckout.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite|pci_netsuite_external_se4|nscore_pci_jquery_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.49,wild.na2.securedcheckout.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite|pci_netsuite_external_se4|nscore_pci_jquery_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.50,wild.na2.onlinecheckout.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite|pci_netsuite_external_se4|nscore_pci_jquery_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.48,wild.na2.suitecheckout.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite|pci_netsuite_external_se4|nscore_pci_jquery_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.4,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite_2019|pci_netsuite_netops_external_all|pci_netsuite_2019_added|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.195,None,IP,2020-10-15,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|NSCore_Classic_external_all|Internet Facing Assets
167.216.129.6,None,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.210,None,IP,2020-11-03,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
64.89.45.3,None,IP,2020-09-24,bo1_external_all|all_external|BU:NSCore|BU:NetOps|SRE|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
167.216.130.5,None,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.212,None,IP,2020-11-03,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.222,None,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:OpenAir|BU:NetOps|SRE|sc9b_openair_external_all|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.211,None,IP,2020-11-03,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
172.25.0.2,br1-abr01.corp.netledger.com,IP,2021-01-12,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|NetOps_corp_itgi_network_devices|CZBRN1_office_network_internal_all|BU:DevOps|Internal|AI:Internal
172.25.16.35,brno-dc02.netledger.com,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|corp_itgi_servers|BU:DevOps|corp_itgi_windows_servers|itgi_windows|Internal|AI:Internal
172.25.46.2,br1-ar001.corp.netledger.com,IP,2021-01-12,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|NetOps_corp_itgi_network_devices|CZBRN1_office_network_internal_all|BU:DevOps|corp_itgi_linux_servers|Internal|AI:Internal
172.25.16.13,ra-czbrn-tvm001.server.corp.netledger.com,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|Oracle_M&A_2_2017_Chuck|CZBRN1_office_internal_all|BU:DevOps|corp_itgi_linux_servers|Internal|AI:Internal
172.25.18.19,ra-czbrn-tvm001.mgmt.corp.netledger.com,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|corp_itgi_linux_servers|Internal|AI:Internal
206.83.83.198,206-83-83-198.sd.netsuite.com,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|BU:NetOps|SRE|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
206.83.83.197,206-83-83-197.sd.netsuite.com,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|BU:NetOps|SRE|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
206.83.83.203,206-83-83-203.sd.netsuite.com,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|BU:NetOps|SRE|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
206.83.83.196,206-83-83-196.sd.netsuite.com,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|BU:NetOps|SRE|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
64.89.44.112,None,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|BU:OpenAir|BU:NetOps|SRE|bo1_openair_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
206.83.83.194,206-83-83-194.sd.netsuite.com,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|BU:NetOps|SRE|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
206.83.83.211,206-83-83-211.sd.netsuite.com,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|BU:NetOps|SRE|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
206.83.83.213,206-83-83-213.sd.netsuite.com,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|BU:NetOps|SRE|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
216.224.100.8,216-224-100-8.sd.netsuite.com,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
216.224.100.10,216-224-100-10.sd.netsuite.com,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
206.83.83.189,206-83-83-189.sd.netsuite.com,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|BU:NetOps|SRE|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
208.46.212.21,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|NSCore_Classic_external_all|Internet Facing Assets
167.216.128.8,None,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|pci_netsuite_netops_external_all|pci_netsuite_2019_added|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.9,None,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|pci_netsuite_netops_external_all|pci_netsuite_2019_added|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.22,None,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|pci_netsuite_2019_added|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.21,None,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|pci_netsuite_2019_added|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.10,None,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|pci_netsuite_netops_external_all|pci_netsuite_2019_added|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
206.83.83.184,206-83-83-184.sd.netsuite.com,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|BU:NetOps|SRE|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
212.25.240.3,None,IP,2021-01-18,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|pci_netsuite_2019|pci_netsuite_netops_external_all|pci_netsuite_2019_added|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all
172.25.19.1,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal|brno_devops_internal_all|DevOps Asset
172.25.18.20,do-czbrn-pre001.mgmt.corp.netledger.com,DNS,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
212.25.240.1,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|pci_netsuite_2019|pci_netsuite_netops_external_all|pci_netsuite_2019_added|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all
212.25.240.4,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|pci_netsuite_2019|pci_netsuite_netops_external_all|pci_netsuite_2019_added|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all
172.25.19.5,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|corp_devops_internal_all|Internal|AI:Internal|brno_devops_internal_all|DevOps Asset
172.25.19.7,None,IP,2020-12-30,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|corp_itgi_linux_servers|corp_devops_internal_all|Internal|AI:Internal|brno_devops_internal_all|DevOps Asset
212.25.240.5,None,IP,2021-01-18,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|pci_netsuite_2019|pci_netsuite_netops_external_all|pci_netsuite_2019_added|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all
208.46.212.46,www.na2.netsuite.com,IP,2020-11-03,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.213.10,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|NSCore_Classic_external_all|Internet Facing Assets
206.83.83.183,206-83-83-183.sd.netsuite.com,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|BU:NetOps|SRE|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
