IP,DNS,Tracking Method,Last Scanned Date,Tags
10.18.187.1,available-10.18.187.1.ips.dub.netledger.com,IP,2020-12-05,all_internal|BU:NSCore|Security|BU:NetOps|SRE|du3_internal_all|du3_netops_internal_all|network_du3_internal_all|Internal|AI:No DNS Record|PCI:CDE|DC:DU3|CDE:ILO|AI:Internal
40.143.37.102,None,IP,2020-11-04,all_external|Security|bronto_external_dev|BU:Bronto|Internet Facing Assets
172.26.230.170,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
172.24.249.101,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.249.102,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.249.103,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
185.72.130.46,185-72-130-46.sd.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_du3_external_all|NSCore_Classic_external_all|Internet Facing Assets
206.83.83.75,206-83-83-75.sd.netsuite.com,DNS,2021-01-19,bo1_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
185.72.130.44,185-72-130-44.sd.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_du3_external_all|NSCore_Classic_external_all|Internet Facing Assets
172.24.249.68,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.26.230.87,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
185.72.130.45,185-72-130-45.sd.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_du3_external_all|NSCore_Classic_external_all|Internet Facing Assets
185.72.130.42,185-72-130-42.sd.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_du3_external_all|AI:New Asset|NSCore_Classic_external_all|Internet Facing Assets
185.72.130.43,185-72-130-43.sd.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_du3_external_all|AI:New Asset|NSCore_Classic_external_all|Internet Facing Assets
172.24.248.10,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.248.125,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
129.213.122.183,None,IP,2020-07-21,tribehr_external_all|all_external|BU:TribeHr|Security|BU:NetOps|SRE|NSCore_OCI_external_all|Internet Facing Assets
212.25.249.70,212-25-249-70.sd.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|am3_vlb_external_all|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all
212.25.249.69,212-25-249-69.sd.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all
167.216.129.27,None,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.66,odbcserver.sandbox.netsuite.com,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|openPorts.port:1708|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
212.25.249.65,212-25-249-65.sd.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|am3_vlb_external_all|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all
172.24.129.100,None,IP,2021-01-18,all_internal|Security|ITGI|se4b_corpIT_internal_all|BU:DevOps|Internal|AI:Internal
216.224.103.53,216-224-103-53.sd.netsuite.com,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
216.224.103.52,216-224-103-52.sd.netsuite.com,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
172.24.249.86,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.249.80,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.241.121,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.241.92,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
40.143.37.245,None,IP,2020-10-29,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
40.143.37.246,None,IP,2020-10-29,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
40.143.37.33,None,IP,2020-10-29,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
40.143.37.100,None,IP,2020-10-29,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
40.143.37.101,None,IP,2020-10-29,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
40.143.37.102,None,IP,2020-10-29,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
40.143.37.136,None,IP,2020-10-29,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
40.143.37.211,None,IP,2020-10-29,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
40.143.37.212,None,IP,2020-10-29,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
209.59.24.52,None,IP,2021-01-18,Security|BU:Bronto|bronto_devstage_209_external_all|Bronto_ALL_External|Internet Facing Assets
209.59.24.54,None,IP,2021-01-18,Security|BU:Bronto|bronto_devstage_209_external_all|Bronto_ALL_External|Internet Facing Assets
64.89.44.114,None,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
172.26.230.44,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
172.26.230.111,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
172.24.241.165,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.249.157,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.249.136,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.249.240,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.241.229,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.241.226,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.249.251,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.26.230.181,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
172.24.242.222,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.26.230.208,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
172.24.129.98,admindocs-proxy02.corp.netsuite.com,IP,2021-01-18,all_internal|Security|ITGI|se4b_corpIT_internal_all|BU:DevOps|Internal|AI:Internal
172.24.129.99,admindocs-proxy01.corp.netsuite.com,IP,2021-01-18,all_internal|Security|ITGI|se4b_corpIT_internal_all|BU:DevOps|Internal|AI:Internal
172.24.243.1,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.25.19.17,None,IP,2020-12-30,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal|brno_devops_internal_all|DevOps Asset
172.25.19.16,None,IP,2020-12-30,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal|brno_devops_internal_all|DevOps Asset
172.24.243.121,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.26.230.81,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
172.26.230.101,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
172.26.230.46,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
172.26.230.100,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
172.24.253.125,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|Internal|se4b_payroll_dev|AI:Internal
172.24.253.127,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|Internal|se4b_payroll_dev|AI:Internal
172.24.253.128,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|Internal|se4b_payroll_dev|AI:Internal
167.216.129.221,rest.api.source.sandbox.netsuite.com.0-24.129.216.167.in-addr.arpa,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.220,rest.api.source.netsuite.com,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
208.46.212.221,rest.api.source.na2.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
212.25.248.220,rest.api.source.eu2.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all
172.26.230.47,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
185.72.129.220,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_du3_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
72.34.169.220,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|pci_netsuite_ch1|new_map_ch1_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
172.24.253.126,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|Internal|se4b_payroll_dev|AI:Internal
172.26.226.124,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
172.25.144.102,odbc-win81-x64.corp.netledger.com,IP,2021-01-13,all_internal|Security|ITGI|CZBRN2_office_internal_all|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.25.144.101,odbc-win81-x32.corp.netledger.com,IP,2021-01-13,all_internal|Security|ITGI|CZBRN2_office_internal_all|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.25.144.104,odbc-win2k12r2.corp.netledger.com,IP,2021-01-13,all_internal|Security|ITGI|CZBRN2_office_internal_all|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.25.16.106,odbc-win2k8r2.corp.netledger.com,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
10.18.5.135,db035.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.139,db039.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.141,db041.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.142,db042.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.144,db044.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.147,db047.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.202,gfs115.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.204,gfs114.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.205,gfs116.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.200.110,elkmon.adm.dub.netledger.com,IP,2020-11-20,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|du3_plb_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.3.144,db000-c.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.129,du3-ls05-vlan-interface402.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.130,du3-ls0501-vlan-interface402.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.8.138,db088.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.200.100,odbc001vip.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|openPorts.port:1708|all_odbc_servers|DC:DU3|AI:Internal
10.18.200.101,odbc002vip.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|openPorts.port:1708|all_odbc_servers|DC:DU3|AI:Internal
10.18.200.102,odbc003vip.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|openPorts.port:1708|all_odbc_servers|DC:DU3|AI:Internal
10.18.3.202,gfs103.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.194,du3-ls0501-vlan-interface403.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.195,du3-ls0502-vlan-interface403.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.227,du3-ls0502-vlan-interface404.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.8.149,db099.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.4.130,du3-ls0401-vlan-interface402.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.6.129,du3-ls06-vlan-interface402.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.6.151,db065.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.8.201,fs006.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.55.28,mwgappl001.adm.dub.netledger.com,DNS,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.182,odbc002.f.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.200.112,seogen.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.76,webservices.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.3.141,db015.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.4.145,db031.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.7.129,du3-ls07-vlan-interface402.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.8.143,db093.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.50.31,elkapp-d001.st.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_elk_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.133,hyp005.m.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.197,debug003.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.223,db004.snap.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.200.99,pce-int.adm.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.5.136,db036.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.6.131,du3-ls0602-vlan-interface402.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.7.204,fs004.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.54.2,du3-ls5401-vlan-interface404.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.30,du3-qlb-mip30.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.161,elkcom-dms002.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.215,suitetalk.api.source.eu1.f.netsuite.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.107,apache-acct002.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.6.155,db602.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
