IP,DNS,Tracking Method,Tags
167.216.129.22,debugger.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite|pci_eternal_netsuite_svale|nscore_pci_jquery_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.55,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|sc9_sandbox_external_all|pci_netsuite_external_sandbox|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.62,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_du3|pci_eternal_netsuite_svale|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.81,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.60,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|sc9_sandbox_external_all|pci_netsuite_external_sandbox|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.201,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:OpenAir|BU:NetOps|SRE|sc9b_openair_external_all|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.49,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|sc9_sandbox_external_all|pci_netsuite_external_sandbox|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
216.224.103.236,216-224-103-236.sd.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.80,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.20,testdrive.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite|pci_eternal_netsuite_svale|nscore_pci_jquery_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.63,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.63,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_du3|pci_eternal_netsuite_svale|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.163,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.52,shopping.sandbox.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|sc9_sandbox_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.61,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_du3|pci_eternal_netsuite_svale|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.11,system.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite|pci_eternal_netsuite_svale|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
216.224.100.6,216-224-100-6.sd.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.83,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.40,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.41,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.58,testdrive.sandbox.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|sc9_sandbox_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.64,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_du3|pci_eternal_netsuite_svale|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.199,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:OpenAir|BU:NetOps|SRE|sc9b_openair_external_all|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.53,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|sc9_sandbox_external_all|pci_netsuite_external_sandbox|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.17,webservices.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite|pci_eternal_netsuite_svale|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.4,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|pci_netsuite_netops_external_all|pci_netsuite_2019_added|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
216.224.103.225,216-224-103-225.sd.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.79,partners.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.82,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.23,forms.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite|pci_eternal_netsuite_svale|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.64,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.175,appmx2-sc9.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.13,shopping.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.50,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|sc9_sandbox_external_all|pci_netsuite_external_sandbox|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.26,rest.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_eternal_netsuite_svale|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.198,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:OpenAir|BU:NetOps|SRE|sc9b_openair_external_all|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.207,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:OpenAir|BU:NetOps|SRE|sc9b_openair_external_all|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.51,www.sandbox.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|sc9_sandbox_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.59,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|sc9_sandbox_external_all|pci_netsuite_external_sandbox|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.19,partners.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.66,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.4,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.57,partners.sandbox.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|sc9_sandbox_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
216.224.103.249,216-224-103-249.sd.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.174,appmx1-sc9.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.5,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|pci_netsuite_netops_external_all|pci_netsuite_2019_added|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.62,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
216.224.100.9,216-224-100-9.sd.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.128.65,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
10.212.3.22,lcms-dc002.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.4.14,lcms-ws002.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.4.32,lcms-ws003.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.4.33,lcms-ws003.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.4.43,lcms-es001.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.4.80,lcms-ws003.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.5.11,lcms-psc001.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.5.20,lcms-mondb001.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.6.20,lcms-des001.lcms.local,DNS,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.7.10,lcms-ddb001.lcms.local,DNS,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.7.20,lcms-dvmds001.lcms.local,DNS,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.7.30,lcms-dmon001.lcms.local,DNS,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.4.10,lcms-ws002.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.3.20,lcms-vmanager.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.3.21,lcms-dc001.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.4.11,lcms-ws002.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.4.12,lcms-ws002.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.4.13,lcms-ws002.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.4.30,lcms-ws003.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.4.31,lcms-ws003.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.4.34,lcms-ws003.lcms.local,IP,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.212.6.13,lcms-dws001.lcms.local,DNS,bo1_lightcms_internal_all|all_internal|LightCMS|Security|BU:NetOps|SRE|Internal|AI:Internal
10.2.57.21,migrate001.prod.bos.netledger.com,IP,all_internal|bo1_netops_internal_all|BU:NSCore|Security|BU:Payroll|bo1_admin_saops_internal_all|Illumio Assets|Internal|CDE:IPAddress|PCI:CDE|DC:BO1|AI:Internal|DC:BO1-New
10.1.30.138,db03004.svale.netledger.com,DNS,all_internal|BU:NSCore|Security|sc9_prod_db_saops_internal_all|Internal|PCI:DB|DC:SC9|CDE:IPAddress|PCI:CDE|AI:Internal
10.1.130.135,db03001-console.svale.netledger.com,DNS,all_internal|BU:NSCore|Security|sc9_prod_ilo_saops_internal_all|CVE-2017-12542  Vulnerable NSCore Assets|Internal|DC:SC9|PCI:CDE|CDE:ILO|AI:Internal
10.1.30.137,db03003.svale.netledger.com,DNS,all_internal|BU:NSCore|Security|sc9_prod_db_saops_internal_all|Internal|PCI:DB|DC:SC9|CDE:IPAddress|PCI:CDE|AI:Internal
10.1.130.139,db03005-console.svale.netledger.com,DNS,all_internal|BU:NSCore|Security|sc9_prod_ilo_saops_internal_all|CVE-2017-12542  Vulnerable NSCore Assets|Internal|DC:SC9|PCI:CDE|CDE:ILO|AI:Internal
10.1.130.137,db03003-console.svale.netledger.com,DNS,all_internal|BU:NSCore|Security|sc9_prod_ilo_saops_internal_all|CVE-2017-12542  Vulnerable NSCore Assets|Internal|DC:SC9|PCI:CDE|CDE:ILO|AI:Internal
10.1.130.138,db03004-console.svale.netledger.com,DNS,all_internal|BU:NSCore|Security|sc9_prod_ilo_saops_internal_all|CVE-2017-12542  Vulnerable NSCore Assets|Internal|DC:SC9|PCI:CDE|CDE:ILO|AI:Internal
10.1.30.136,db150.prod.svale.netledger.com,DNS,all_internal|BU:NSCore|Security|sc9_prod_db_saops_internal_all|Internal|PCI:DB|DC:SC9|CDE:IPAddress|PCI:CDE|AI:Internal
10.1.30.131,available-10.1.30.131.ips.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_db_saops_internal_all|Internal|AI:No DNS Record|DC:SC9|CDE:IPAddress|PCI:CDE|AI:Internal
10.1.30.130,available-10.1.30.130.ips.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_db_saops_internal_all|Internal|AI:No DNS Record|DC:SC9|CDE:IPAddress|PCI:CDE|AI:Internal
10.1.130.136,db150-console.prod.svale.netledger.com,DNS,all_internal|BU:NSCore|Security|sc9_prod_ilo_saops_internal_all|CVE-2017-12542  Vulnerable NSCore Assets|Internal|DC:SC9|PCI:CDE|CDE:ILO|AI:Internal
64.15.166.2,None,IP,sc8_external_all|all_internal|all_external|Security|ITGI|BU:NetOps|SRE|corp_itgi_network_devices|USSC8_office_network_internal_all|BU:DevOps|NSCore_Classic_external_all|Internet Facing Assets|itgi_external_all|USSC8_itgi_external_all
64.15.166.3,None,IP,sc8_external_all|all_internal|all_external|Security|ITGI|BU:NetOps|SRE|corp_itgi_network_devices|USSC8_office_network_internal_all|BU:DevOps|NSCore_Classic_external_all|Internet Facing Assets|itgi_external_all|USSC8_itgi_external_all
167.216.131.105,beartrap.netsuite.com,IP,sc9_external_all|sc8_external_all|all_external|BU:NSCore|Security|ITGI|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all|itgi_external_all|USSC8_itgi_external_all
167.216.131.1,None,IP,sc9_external_all|sc8_external_all|all_external|BU:NSCore|Security|ITGI|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all|itgi_external_all|USSC8_itgi_external_all
167.216.131.2,None,IP,sc9_external_all|sc8_external_all|all_external|BU:NSCore|Security|ITGI|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all|itgi_external_all|USSC8_itgi_external_all
167.216.131.3,None,IP,sc9_external_all|sc8_external_all|all_external|BU:NSCore|Security|ITGI|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all|itgi_external_all|USSC8_itgi_external_all
167.216.131.4,None,IP,sc9_external_all|sc8_external_all|all_external|BU:NSCore|Security|ITGI|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all|itgi_external_all|USSC8_itgi_external_all
172.17.42.231,sc8-swdb01.corp.netledger.com,IP,sc8_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|corp_backup_n_fileservers|corp_itgi_servers|corp_itgi_windows_servers|itgi_windows|Internal|OS:Windows Server 2016|OS:Windows Server 2019|AI:Internal
172.17.47.1,vlan154-hsrp1.svale.netledger.com,IP,sc8_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|Internal|AI:Internal
172.17.48.2,None,IP,sc8_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|Internal|AI:Internal
172.17.47.2,vlan154-hsrp2.svale.netledger.com,IP,sc8_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|Internal|AI:Internal
172.17.42.53,sc8-swapp01.corp.netledger.com,IP,sc8_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|corp_backup_n_fileservers|corp_itgi_servers|corp_itgi_windows_servers|itgi_windows|Internal|OS:Windows Server 2016|OS:Windows Server 2019|AI:Internal
172.25.18.1,None,IP,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.25.16.100,None,IP,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.17.42.1,vlan102-hsrp1.svale.netledger.com,IP,sc8_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|Internal|AI:Internal
172.25.0.254,None,IP,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|corp_itgi_network_devices|CZBRN1_office_network_internal_all|BU:DevOps|Internal|AI:Internal
172.25.0.253,None,IP,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|corp_itgi_network_devices|CZBRN1_office_network_internal_all|BU:DevOps|Internal|AI:Internal
172.17.42.134,sc8-scanner.corp.netledger.com,IP,sc8_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|corp_itgi_servers|corp_itgi_windows_servers|Internal|OS:Windows Server 2016|OS:Windows Server 2019|AI:Internal
172.17.42.2,vlan102-hsrp2.svale.netledger.com,IP,sc8_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|Internal|AI:Internal
172.17.14.2,None,IP,sc8_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|corp_itgi_network_devices|USSC8_office_network_internal_all|BU:DevOps|Internal|AI:Internal
172.25.0.102,None,IP,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|corp_itgi_network_devices|CZBRN1_office_network_internal_all|BU:DevOps|Internal|AI:Internal
