IP,DNS,Tracking Method,Tags
10.18.7.65,du3-ls07-vlan-interface401.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.7.76,partners006.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.8.1,du3-pod8-vlan-interface400.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_apache_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.8.3,du3-ls0802-vlan-interface400.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_apache_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.8.67,du3-ls0802-vlan-interface401.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.8.82,shop007.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.8.2,du3-ls0801-vlan-interface400.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_apache_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.3.69,backend004.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.4.3,du3-ls0402-vlan-interface400.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_apache_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.4.73,seogen001.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.6.2,du3-ls0601-vlan-interface400.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_apache_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.8.79,backend017.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.8.84,shop009.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.4.76,cas002.st.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.72,seogen002.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
172.24.249.184,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.249.185,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
10.18.56.221,heapdump002.adm.dub.netledger.com,IP,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.1.53.154,devtx001.adm.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|CDE:IPAddress|PCI:CDE|AI:Internal
129.213.90.143,None,IP,tribehr_external_all|all_external|BU:TribeHr|Security|BU:NetOps|SRE|NSCore_OCI_external_all|Internet Facing Assets
172.24.128.8,se4-kvm03.ilo.corp.netledger.com,IP,all_internal|Security|ITGI|se4b_corpIT_internal_all|BU:DevOps|Internal|AI:Internal
172.24.249.181,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.249.188,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.249.186,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.249.187,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
64.89.44.116,None,IP,bo1_external_all|all_external|BU:NSCore|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
172.24.248.34,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.254.197,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|Internal|EOL:JQuery|AI:Internal|DevOps Asset
10.18.1.141,db126.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.1.142,db000-d.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.1.140,db000-e.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.1.132,rman001.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
172.24.129.11,se4-kvm03.corp.netledger.com,IP,all_internal|Security|ITGI|se4b_corpIT_internal_all|corp_itgi_servers|BU:DevOps|corp_itgi_windows_servers|Internal|AI:Internal
172.24.249.20,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.26.226.67,None,IP,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
172.26.226.79,None,IP,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
172.26.226.72,None,IP,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
172.26.226.66,None,IP,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
172.26.226.69,None,IP,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
172.26.226.73,None,IP,all_internal|Security|BU:Payroll|ITGI|du3b_corpIT_internal_all|se4b_devops_internal_all|BU:DevOps|Internal|AI:Internal|du3b_devops_internal_all|DevOps Asset
10.2.57.195,nacl-k002.adm.bos.netledger.com,IP,all_internal|BU:NSCore|Security|bo1_admin_saops_internal_all|Internal|AI:Internal
10.18.5.68,odbc005.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|openPorts.port:1708|all_odbc_servers|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.70,acct019.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.79,shop015.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.85,cas005.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.78,shop006.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.71,acct020.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.83,partners010.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.84,available-10.18.5.84.ips.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|AI:No DNS Record|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.82,partners009.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.80,cas005.st.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.81,partners008.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.77,shop005.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.54.48,gfs101.adm.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.54.49,gfs102.adm.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.1.79.10,admindocs.na0.f.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.11,origin-system.na0.f.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.13,shopping.na0.f.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.14,testdrive.na0.f.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.15,checkout.na0.f.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.16,origin-webservices.na0.f.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.17,forms.na0.f.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.18,debugger.na0.f.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.19,origin-rest.na0.f.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.20,odbcserver.na0.f.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|openPorts.port:1708|all_odbc_servers|DC:SC9|AI:Internal
10.1.79.21,secure.source.na0.f.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.22,suitetalk.api.source.na0.f.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.23,restlets.api.source.na0.f.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.24,extforms.source.na0.f.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.25,customer.source.na0.f.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.26,app.source.na0.f.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.27,admindocs.na0.snap.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.30,shopping.na0.snap.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.32,checkout.na0.snap.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.33,origin-webservices.na0.snap.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.34,forms.na0.snap.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.35,debugger.na0.snap.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.36,origin-rest.na0.snap.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.37,odbcserver.na0.snap.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|openPorts.port:1708|DC:SC9|AI:Internal
10.1.79.38,secure.source.na0.snap.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.39,suitetalk.api.source.na0.snap.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.40,restlets.api.source.na0.snap.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.28,origin-system.na0.snap.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.31,testdrive.na0.snap.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.241.145,jyeh-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.242.5,kboone-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.243.141,mbingaman-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
167.216.129.234,rest.na0.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.245,content.na0.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.247,origin-system.na0.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.231,checkout.na0.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.248,secure.source.na0.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.230,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.233,testdrive.na0.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.251,extforms.source.na0.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.252,customer.source.na0.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.238,webservices.na0.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.249,suitetalk.api.source.na0.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.242,wild.na0.webstorecheckout.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.240,wild.na0.securedcheckout.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.246,system2.na0.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.235,debugger.na0.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.241,wild.na0.suitecheckout.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.237,shopping.na0.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.253,app.source.na0.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.239,wild.na0.onlinecheckout.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.250,restlets.api.source.na0.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
167.216.129.232,forms.na0.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
172.24.248.163,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
10.1.242.53,jlagrimas-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.18.0.190,du3-ls5302.dub.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|du3_netops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.0.192,du3-ls5312.dub.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|du3_netops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.0.189,du3-ls5301.dub.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|du3_netops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.0.191,du3-ls5311.dub.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|du3_netops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.8.134.83,cas004-console.prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|Internal|AI:Internal
10.8.136.86,cas005-console.st.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|Internal|AI:Internal
10.8.134.82,cas003-console.st.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|Internal|AI:Internal
10.8.6.82,cas003.st.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_java_saops_internal_all|Internal|AI:Internal
10.8.6.83,cas004.prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_java_saops_internal_all|Internal|AI:Internal
10.18.4.69,cas004.st.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.3.71,cas003.st.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.4.68,cas004.prod.dub.netledger.com,IP,all_internal|BU:NSCore|Security|du3_prod_java_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
172.24.248.183,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
10.16.55.132,brbx001.adm.ams.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|SRE|am3_internal_all|am3_netops_internal_all|am3_prod_admin_saops_internal_all|Internal|CDE:IPAddress|PCI:CDE|DC:AM3|AI:Internal
10.16.183.132,brbx001-console.adm.ams.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|SRE|am3_internal_all|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal
172.25.16.75,infra-test.corp.netsuite.com,IP,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
10.18.56.253,ops-ci002.f.dub.netledger.com,IP,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.254,ops-ci001.f.dub.netledger.com,IP,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.1.241.61,klouckova-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.241.141,jzaitz-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.242.157,anespurek-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.8.184.12,hyp010-console.m.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.18.0.105,du3-ls1101.dub.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|du3_netops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.0.106,du3-ls1102.dub.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|du3_netops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.0.107,du3-ls1111.dub.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|du3_netops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
